ID;EMPRESA;CATEGORIA;DETALHE;IMPACTO;ACAO_RECOMENDADA
"157";"PARAIBA PLAST COMERCIAL LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"158";"HEALTH BRASIL COMERCIO ATACADISTA DE MEDICAMENTOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"159";"HIGICLEAN TECNOLOGIA EM HIGIENIZAÇÃO E CONSERVAÇÃO LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"160";"ENOTEL - HOTELS & RESORTS S/A";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"161";"OBJETIVA SERVICOS TERCEIRIZADOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"162";"NAUTILLUS CONSTRUCOES E COMERCIO LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"163";"CANAA SERVICOS DE MANUTENCAO E CONSERVAÇÃO LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"164";"DESENVOLVIDA INSTITUTO PARA O DESENV";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"165";"TEL CENTRO DE CONTATOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"167";"MUNICIPIO DE IRANDUBA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"169";"TAPS - TMensalidadeAI AUTOS, PECAS E SERVICOS LTDA(JOÃO PESSOA-PB)";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"170";"SINDUSCON";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"171";"TORRE EMPREENDIMENTOS RURAL E CONSTRUCAO LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"172";"ESTILO SOLUÇOES EMPRESARIAIS";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"174";"URT SERVICOS DE MANUTENCAO E CONSERVACAO";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"175";"INSTITUTO NACIONAL DE DESENVOLVIMENTO SOCIAL E HUMANO - INDSH";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"176";"BOTECO 27 BAR";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"177";"GALLOTTI EMPREENDIMENTOS E SERVIÇOS";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"178";"AEC CENTRO DE CONTATOS S/A";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"183";"INSTITUTO MANTENEDOR DE ENSINO SUPERIOR DA BAHIA S.A";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"184";"SAGA FACILITIES SERVICOS DE MANUTENCAO DE EQUIPAMENTOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"185";"H R C DE ASSUNCAO - EMBALAGENS";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"186";"WN FACILITTIES";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"187";"INDUSTRIA DE BEBIDAS SAO MIGUEL LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"189";"MEMORIAL OFTALMO HOSPITAL DE OLHOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"190";"EMEC EMPREENDIMENTOS MEDICO CIRURGICOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"191";"HOSPITAL MATER DEI S.A";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"192";"REDE CLASSEFARMA DROGARIAS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"194";"EMPRESA DE TELEVISÃO JOÃO PESSOA LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"196";"TECHSOL - INDUSTRIA, COMERCIO E SERVICOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
